Sr. No.,FG,FG Position,Redox Potential,mol_filename_neutral,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,RingCount,MolLogP,MolMR,fr_ArN,fr_Ar_COO,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH2,fr_SH,fr_aldehyde,fr_alkyl_halide,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_priamide,fr_sulfide
145,OH,27,-1.89,OH_R27_neutral,9.338658562190309,0.16660031914000184,9.338658562190309,0.16660031914000184,0.5604137088661106,212.208,204.14399999999995,212.058577496,78,0.11738912795555437,-0.5078819566483578,0.5078819566483578,0.11738912795555437,0.625,1.0625,1.5,2.435946576710954,633.4788965680243,11.120955864630139,8.252955997137589,8.252955997137589,7.720346690612276,4.817708529925045,4.817708529925045,3.5696413560230202,3.5696413560230202,2.399800187685383,2.399800187685383,1.6513735135087608,1.6513735135087608,-2.3599999999999994,6467.194528923368,8.909124351619887,3.064489164884434,1.3163254757616103,90.82249564925243,10.213054789681411,11.49902366656781,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,24.26546827384644,12.13273413692322,22.066802870465047,10.213054789681411,22.066802870465047,0.0,0.0,0.0,0.0,36.39820241076966,11.49902366656781,0.0,0.0,11.49902366656781,0.0,20.18101183157583,0.0,0.0,0.0,36.39820241076966,0.0,22.066802870465047,66.24000000000001,0.0,10.213054789681411,11.49902366656781,22.066802870465047,0.0,0.0,36.39820241076966,0.0,9.967957041894417,0.0,0.0,0.0,8.692037037037036,18.677317124380615,2.6557218442932733,0.3332006382800039,9.64172335600907,0.0,0.0,0.0,0.0,16,2,4,2,3,4,2,4,0,3,2.1942,60.373600000000025,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
146,OH,28,-1.88,OH_R28_neutral,9.339751669186192,0.1539843159486023,9.339751669186192,0.1539843159486023,0.5604137088661106,212.208,204.14399999999995,212.058577496,78,0.1173891280409287,-0.507881956648194,0.507881956648194,0.1173891280409287,0.625,1.0625,1.5625,2.4397721399992816,637.9788965680244,11.120955864630139,8.252955997137589,8.252955997137589,7.720346690612276,4.817708529925045,4.817708529925045,3.56964135602302,3.56964135602302,2.3998001876853827,2.3998001876853827,1.651373513508761,1.651373513508761,-2.359999999999999,6454.27180107526,8.909124351619887,3.064489164884434,1.3163254757616103,90.82249564925242,10.213054789681411,11.49902366656781,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,24.26546827384644,12.13273413692322,22.066802870465047,10.213054789681411,22.066802870465047,0.0,0.0,0.0,0.0,36.39820241076966,11.49902366656781,0.0,0.0,11.49902366656781,0.0,20.181011831575827,0.0,0.0,0.0,36.39820241076966,0.0,22.066802870465047,66.24000000000001,0.0,10.213054789681411,11.49902366656781,11.033401435232523,11.033401435232523,0.0,36.39820241076966,0.0,9.967957041894417,0.0,0.0,0.0,8.692037037037036,18.679503338372385,2.6557218442932733,0.3079686318972046,9.6647691484001,0.0,0.0,0.0,0.0,16,2,4,2,3,4,2,4,0,3,2.1941999999999995,60.37360000000003,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
147,OH,1 2 7,-1.8,OH_R127_neutral,9.670418083900227,-0.28706018518518484,9.670418083900227,0.10569470689510396,0.40381718227243757,228.207,220.14299999999994,228.053492116,84,0.18550776518334744,-0.5078819566478515,0.5078819566478515,0.18550776518334744,0.7647058823529411,1.5294117647058822,2.3529411764705883,2.4752758110819584,740.4750216578263,11.991199352633217,8.62281932344792,8.62281932344792,8.147867045540842,4.963965058485399,4.963965058485399,3.6976518278117445,3.6976518278117445,2.5407699230129186,2.5407699230129186,1.7049406095991932,1.7049406095991932,-2.5599999999999996,10082.421286797495,9.650773083275615,3.2137035718523803,1.4004380149707776,95.61672940144845,15.319582184522117,11.266212550900168,11.49902366656781,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,24.26546827384644,6.06636706846161,16.550102152848787,15.319582184522117,22.066802870465047,0.0,0.0,0.0,0.0,30.33183534230805,17.248535499851716,0.0,0.0,17.248535499851716,0.0,25.287539226416534,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,86.47000000000001,0.0,15.319582184522117,22.765236217467976,16.550102152848787,0.0,18.19910120538483,12.13273413692322,0.0,9.967957041894417,0.0,0.0,0.0,8.442407407407408,28.389980578651212,1.7642403628117918,-0.41291330729822695,7.482951625094482,0.0,0.0,0.0,0.0,17,3,5,2,3,5,3,5,0,3,1.8998,62.038400000000024,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
148,OH,1 2 8,-1.82,OH_R128_neutral,9.672012471655329,-0.3053306878306874,9.672012471655329,0.0748082010582014,0.40381718227243757,228.207,220.14299999999994,228.053492116,84,0.18550778777448979,-0.507881956557681,0.507881956557681,0.18550778777448979,0.7647058823529411,1.5294117647058822,2.3529411764705883,2.482695380280761,740.4750216578263,11.991199352633217,8.62281932344792,8.62281932344792,8.147867045540842,4.963965058485398,4.963965058485398,3.697651827811744,3.697651827811744,2.5407699230129186,2.5407699230129186,1.7049406095991932,1.7049406095991932,-2.5599999999999996,10094.596992249848,9.650773083275615,3.2137035718523803,1.4004380149707776,95.61672940144845,15.319582184522117,11.266212550900168,11.49902366656781,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,24.26546827384644,6.06636706846161,16.550102152848787,15.319582184522117,22.066802870465047,0.0,0.0,0.0,0.0,30.33183534230805,17.248535499851716,0.0,0.0,17.248535499851716,0.0,25.287539226416534,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,86.47000000000001,0.0,15.319582184522117,22.765236217467976,16.550102152848787,0.0,18.19910120538483,12.13273413692322,0.0,9.967957041894417,0.0,0.0,0.0,8.442407407407408,28.395355568153185,1.7642403628117922,-0.47468631897203184,7.539349647266315,0.0,0.0,0.0,0.0,17,3,5,2,3,5,3,5,0,3,1.8998,62.038400000000024,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
149,OH,1 3 7,-1.84,OH_R137_neutral,9.654214380196525,-0.12270833333333298,9.654214380196525,0.07981198034769443,0.5114022479743785,228.207,220.14299999999994,228.053492116,84,0.14662882032589075,-0.5078819566476876,0.5078819566476876,0.14662882032589075,0.7058823529411765,1.4705882352941178,2.2941176470588234,2.474516035635402,740.4750216578263,11.991199352633215,8.62281932344792,8.62281932344792,8.131030293135234,4.957981994341691,4.957981994341691,3.729252387737074,3.729252387737074,2.4865984493491773,2.4865984493491773,1.735668855797295,1.735668855797295,-2.56,9278.643023962984,9.650773083275611,3.213703571852378,1.482944959066315,95.61672940144845,15.319582184522117,22.765236217467976,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,12.13273413692322,18.19910120538483,16.550102152848787,15.319582184522117,22.066802870465047,0.0,0.0,0.0,0.0,30.33183534230805,17.248535499851716,0.0,0.0,17.248535499851716,0.0,25.287539226416534,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,86.47000000000001,0.0,15.319582184522117,17.248535499851716,22.066802870465047,0.0,24.26546827384644,6.06636706846161,0.0,9.967957041894417,0.0,0.0,0.0,8.442407407407408,28.359759385235577,1.764240362811792,-0.10944160997732344,7.209701121189216,0.0,0.0,0.0,0.0,17,3,5,2,3,5,3,5,0,3,1.8998000000000004,62.038400000000024,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
150,OH,1 3 8,-1.82,OH_R138_neutral,9.655808767951626,-0.14097883597883576,9.655808767951626,0.06719597715629444,0.5114022479743785,228.207,220.14299999999994,228.053492116,84,0.1466288428620332,-0.5078819565578578,0.5078819565578578,0.1466288428620332,0.7058823529411765,1.4705882352941178,2.2941176470588234,2.4751324456571373,740.4750216578263,11.991199352633215,8.62281932344792,8.62281932344792,8.131030293135234,4.95798199434169,4.95798199434169,3.7292523877370733,3.7292523877370733,2.4865984493491773,2.4865984493491773,1.735668855797295,1.735668855797295,-2.56,9318.985716017394,9.650773083275611,3.213703571852378,1.482944959066315,95.61672940144845,15.319582184522117,22.765236217467976,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,12.13273413692322,18.19910120538483,16.550102152848787,15.319582184522117,22.066802870465047,0.0,0.0,0.0,0.0,30.33183534230805,17.248535499851716,0.0,0.0,17.248535499851716,0.0,25.287539226416534,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,86.47000000000001,0.0,15.319582184522117,17.248535499851716,22.066802870465047,0.0,24.26546827384644,6.06636706846161,0.0,9.967957041894417,0.0,0.0,0.0,8.442407407407408,28.36076194675401,1.7642403628117922,-0.1207506088855288,7.220007558578988,0.0,0.0,0.0,0.0,17,3,5,2,3,5,3,5,0,3,1.8998000000000004,62.038400000000024,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
152,OH,2 3 7,-1.93,OH_R237_neutral,9.37678870622323,-0.24416383219954585,9.37678870622323,0.10569470689510418,0.40381718227243757,228.20700000000002,220.14299999999994,228.05349211599997,84,0.159232519833989,-0.5078819566481934,0.5078819566481934,0.159232519833989,0.6470588235294118,1.1764705882352942,1.8235294117647058,2.4335026727125406,740.4750216578263,11.991199352633217,8.62281932344792,8.62281932344792,8.131030293135236,4.95798199434169,4.95798199434169,3.726260855665219,3.726260855665219,2.512542518347064,2.512542518347064,1.6893239403899896,1.6893239403899896,-2.5599999999999987,9541.480026875255,9.650773083275615,3.2137035718523803,1.482944959066316,95.61672940144844,15.319582184522117,5.749511833283905,11.49902366656781,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,12.13273413692322,18.19910120538483,22.066802870465047,15.319582184522117,22.066802870465047,0.0,0.0,0.0,0.0,30.33183534230805,17.248535499851716,0.0,0.0,17.248535499851716,0.0,25.287539226416534,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,86.47,0.0,15.319582184522117,17.248535499851716,22.066802870465047,0.0,24.26546827384644,6.06636706846161,0.0,9.967957041894417,0.0,0.0,0.0,8.52287037037037,28.09635120097422,2.08321239606954,-0.37001695431258774,7.334249653565129,0.0,0.0,0.0,0.0,17,3,5,2,3,5,3,5,0,3,1.8997999999999997,62.03840000000003,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
153,OH,1 2 3 4,-1.78,OH_R1234_neutral,9.69937641723356,-0.8152026643990926,9.69937641723356,0.06805555555555554,0.27169535920457843,244.20600000000002,236.14199999999997,244.048406736,90,0.20626961443367017,-0.502612640281085,0.502612640281085,0.20626961443367017,0.6111111111111112,1.0,1.3888888888888888,2.578809200248839,719.9685930347947,12.861442840636297,8.992682649758253,8.992682649758253,8.592224152875014,5.1162046511894586,5.1162046511894586,3.8039619191348906,3.8039619191348906,2.69206187896304,2.69206187896304,1.7788648576086783,1.7788648576086783,-2.759999999999999,16590.19956239246,10.397535758313104,3.3641221232488294,1.2249965811492878,100.41096315364445,20.426109579362823,11.033401435232523,11.49902366656781,11.49902366656781,0.0,0.0,0.0,9.967957041894417,0.0,0.0,12.13273413692322,12.13273413692322,0.0,11.033401435232523,20.426109579362823,22.066802870465047,0.0,0.0,0.0,0.0,24.26546827384644,22.99804733313562,0.0,0.0,22.99804733313562,0.0,30.394066621257238,0.0,0.0,0.0,24.26546827384644,0.0,22.066802870465047,106.7,22.99804733313562,20.426109579362823,11.033401435232523,11.033401435232523,0.0,0.0,24.26546827384644,0.0,9.967957041894417,0.0,0.0,0.0,8.192777777777778,38.257654320987655,0.8727588813303107,-2.85530706727135,6.865449420508944,0.0,0.0,0.0,0.0,18,4,6,2,3,6,4,6,0,3,1.6053999999999995,63.70320000000003,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0
154,OH,1 2 3 6,-1.76,OH_R1236_neutral,9.692845804988663,-0.6423119803476947,9.692845804988663,0.04726426681783802,0.3532750509359121,244.20600000000002,236.14199999999994,244.04840673599998,90,0.20226021469608316,-0.5056037421045094,0.5056037421045094,0.20226021469608316,0.7222222222222222,1.4444444444444444,2.2222222222222223,2.532943380667836,785.9685930347946,12.861442840636295,8.992682649758253,8.992682649758253,8.575387400469406,5.110221587045752,5.110221587045752,3.8291166232944174,3.8291166232944174,2.6652222284079965,2.6652222284079965,1.7816038617365664,1.7816038617365664,-2.759999999999999,15376.859657985711,10.397535758313104,3.3641221232488294,1.2882282636141744,100.41096315364445,20.426109579362823,16.782913268516428,11.49902366656781,5.749511833283905,0.0,0.0,0.0,9.967957041894417,0.0,0.0,6.06636706846161,12.13273413692322,6.06636706846161,11.033401435232523,20.426109579362823,22.066802870465047,0.0,0.0,0.0,0.0,24.26546827384644,22.99804733313562,0.0,0.0,22.99804733313562,0.0,30.394066621257238,0.0,0.0,0.0,24.26546827384644,0.0,22.066802870465047,106.7,17.248535499851716,20.426109579362823,22.29961398613269,5.516700717616262,0.0,12.13273413692322,12.13273413692322,0.0,9.967957041894417,0.0,0.0,0.0,8.192777777777778,38.15287446460066,0.8727588813303104,-1.7249338624338608,5.839856072058453,0.0,0.0,0.0,0.0,18,4,6,2,3,6,4,6,0,3,1.6053999999999995,63.70320000000003,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0
155,OH,1 2 3 7,-1.87,OH_R1237_neutral,9.691251417233559,-0.6296959771562942,9.691251417233559,0.04478909465020586,0.3532750509359121,244.20600000000002,236.14199999999994,244.04840673599998,90,0.20226021441188768,-0.5078819566476871,0.5078819566476871,0.20226021441188768,0.7222222222222222,1.5,2.2777777777777777,2.487176614396854,785.9685930347946,12.861442840636295,8.992682649758253,8.992682649758253,8.558550648063799,5.104238522902044,5.104238522902044,3.8572628595257967,3.8572628595257967,2.6394391355589093,2.6394391355589093,1.7625816392695506,1.7625816392695506,-2.759999999999999,14840.629995082032,10.397535758313104,3.3641221232488294,1.3564851805815732,100.41096315364446,20.426109579362823,11.266212550900168,11.49902366656781,5.749511833283905,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,12.13273413692322,12.13273413692322,16.550102152848787,20.426109579362823,22.066802870465047,0.0,0.0,0.0,0.0,24.26546827384644,22.99804733313562,0.0,0.0,22.99804733313562,0.0,30.394066621257238,0.0,0.0,0.0,24.26546827384644,0.0,22.066802870465047,106.7,17.248535499851716,20.426109579362823,16.782913268516428,11.033401435232523,0.0,18.19910120538483,6.06636706846161,0.0,9.967957041894417,0.0,0.0,0.0,8.273240740740741,37.85068132191148,1.1917309145880581,-1.5837234924834118,5.601403848576467,0.0,0.0,0.0,0.0,18,4,6,2,3,6,4,6,0,3,1.6053999999999995,63.70320000000003,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
156,OH,1 2 3 8,-1.87,OH_R1238_neutral,9.692845804988663,-0.6423119803476947,9.692845804988663,0.0265185920047033,0.3532750509359121,244.20600000000002,236.14199999999994,244.04840673599998,90,0.20226021450359083,-0.5078819565576804,0.5078819565576804,0.20226021450359083,0.7222222222222222,1.5,2.2777777777777777,2.4907424091227846,785.9685930347946,12.861442840636295,8.992682649758253,8.992682649758253,8.558550648063799,5.104238522902044,5.104238522902044,3.8572628595257967,3.8572628595257967,2.6394391355589093,2.6394391355589093,1.7625816392695508,1.7625816392695508,-2.759999999999999,14878.978925494057,10.397535758313104,3.3641221232488294,1.3564851805815732,100.41096315364446,20.426109579362823,11.266212550900168,11.49902366656781,5.749511833283905,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,12.13273413692322,12.13273413692322,16.550102152848787,20.426109579362823,22.066802870465047,0.0,0.0,0.0,0.0,24.26546827384644,22.99804733313562,0.0,0.0,22.99804733313562,0.0,30.394066621257238,0.0,0.0,0.0,24.26546827384644,0.0,22.066802870465047,106.7,17.248535499851716,20.426109579362823,16.782913268516428,11.033401435232523,0.0,18.19910120538483,6.06636706846161,0.0,9.967957041894417,0.0,0.0,0.0,8.27324074074074,37.853870097421684,1.1917309145880584,-1.6202644977744172,5.6347560783572685,0.0,0.0,0.0,0.0,18,4,6,2,3,6,4,6,0,3,1.6053999999999995,63.70320000000003,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
157,OH,1 2 3 9,-1.76,OH_R1239_neutral,9.695302343159486,-0.660582482993197,9.695302343159486,0.013240740740740664,0.3532750509359121,244.20600000000002,236.14199999999994,244.04840673599998,90,0.20226023900172332,-0.5056037181003387,0.5056037181003387,0.20226023900172332,0.7222222222222222,1.5,2.2777777777777777,2.5370679099139353,785.9685930347946,12.861442840636295,8.992682649758253,8.992682649758253,8.575387400469406,5.110221587045752,5.110221587045752,3.829116623294417,3.829116623294417,2.665222228407997,2.665222228407997,1.7822727886435201,1.7822727886435201,-2.759999999999999,15319.26867883525,10.397535758313104,3.3641221232488294,1.2882282636141744,100.41096315364446,20.426109579362823,16.782913268516428,11.49902366656781,5.749511833283905,0.0,0.0,0.0,9.967957041894417,0.0,0.0,6.06636706846161,12.13273413692322,6.06636706846161,11.033401435232523,20.426109579362823,22.066802870465047,0.0,0.0,0.0,0.0,24.26546827384644,22.99804733313562,0.0,0.0,22.99804733313562,0.0,30.394066621257238,0.0,0.0,0.0,24.26546827384644,0.0,22.066802870465047,106.7,17.248535499851716,20.426109579362823,22.29961398613269,5.516700717616262,0.0,12.13273413692322,12.13273413692322,0.0,9.967957041894417,0.0,0.0,0.0,8.192777777777778,38.1577875409423,0.8727588813303104,-1.7806557067271336,5.8906648400100785,0.0,0.0,0.0,0.0,18,4,6,2,3,6,4,6,0,3,1.6053999999999995,63.70320000000003,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0
158,OH,1 2 4 8,-1.76,OH_R1248_neutral,9.685345804988662,-0.4779601284958426,9.685345804988662,0.013902588813303307,0.27169535920457843,244.20600000000002,236.14199999999994,244.048406736,90,0.18580387685244099,-0.5078819565571725,0.5078819565571725,0.18580387685244099,0.7222222222222222,1.4444444444444444,2.2222222222222223,2.5238626576701852,785.9685930347946,12.861442840636295,8.992682649758253,8.992682649758253,8.5585506480638,5.104238522902044,5.104238522902044,3.8572628595257967,3.8572628595257967,2.6307911125596135,2.6307911125596135,1.773940677863654,1.773940677863654,-2.7599999999999993,14771.538706159376,10.397535758313099,3.3641221232488276,1.3564851805815725,100.41096315364446,20.426109579362823,22.53242510180033,11.49902366656781,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,12.13273413692322,12.13273413692322,11.033401435232523,20.426109579362823,22.066802870465047,0.0,0.0,0.0,0.0,24.26546827384644,22.99804733313562,0.0,0.0,22.99804733313562,0.0,30.394066621257238,0.0,0.0,0.0,24.26546827384644,0.0,22.066802870465047,106.70000000000002,11.49902366656781,20.426109579362823,22.53242510180033,11.033401435232523,6.06636706846161,12.13273413692322,6.06636706846161,0.0,9.967957041894417,0.0,0.0,0.0,8.192777777777778,38.10227828168304,0.8727588813303107,-1.1970965608465596,5.362614953388762,0.0,0.0,0.0,0.0,18,4,6,2,3,6,4,6,0,3,1.6053999999999995,63.70320000000003,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
159,OH,1 2 7 8,-1.73,OH_R1278_neutral,9.677220804988663,-0.3662363000755853,9.677220804988663,0.13202758881330334,0.35327505093591205,244.20600000000002,236.14199999999994,244.048406736,90,0.18550778804607637,-0.5042053522411512,0.5042053522411512,0.18550778804607637,0.6666666666666666,1.2777777777777777,1.9444444444444444,2.473317866081494,785.2185930347946,12.861442840636295,8.992682649758253,8.992682649758253,8.5585506480638,5.104238522902044,5.104238522902044,3.8542713274539433,3.8542713274539433,2.6535122536745996,2.6535122536745996,1.7428910364804218,1.7428910364804218,-2.7599999999999993,14876.049229359982,10.397535758313099,3.3641221232488276,1.3564851805815725,100.41096315364446,20.426109579362823,5.516700717616262,22.99804733313562,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,12.13273413692322,12.13273413692322,16.550102152848787,20.426109579362823,22.066802870465047,0.0,0.0,0.0,0.0,24.26546827384644,22.99804733313562,0.0,0.0,22.99804733313562,0.0,30.394066621257238,0.0,0.0,0.0,24.26546827384644,0.0,22.066802870465047,106.70000000000002,0.0,20.426109579362823,28.51474805075188,16.550102152848787,0.0,24.26546827384644,0.0,0.0,9.967957041894417,0.0,0.0,0.0,8.273240740740741,37.822620097421684,1.1917309145880588,-1.2744831296716204,5.320224710254472,0.0,0.0,0.0,0.0,18,4,6,2,3,6,4,6,0,3,1.6053999999999995,63.70320000000003,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
160,OH,1 3 6 7,-1.77,OH_R1367_neutral,9.678815192743764,-0.38450680272108806,9.678815192743764,0.10416666666666674,0.35327505093591205,244.206,236.14199999999994,244.048406736,90,0.18550783545961866,-0.5077381151642218,0.5077381151642218,0.18550783545961866,0.7222222222222222,1.4444444444444444,2.2222222222222223,2.5130689194037754,785.9685930347946,12.861442840636295,8.992682649758253,8.992682649758253,8.5585506480638,5.104238522902044,5.104238522902044,3.857262859525797,3.857262859525797,2.6275681846767127,2.6275681846767127,1.7892359518877272,1.7892359518877272,-2.76,14525.804493115169,10.397535758313099,3.3641221232488276,1.3564851805815725,100.41096315364447,20.426109579362823,22.53242510180033,11.49902366656781,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,12.13273413692322,12.13273413692322,11.033401435232523,20.426109579362823,22.066802870465047,0.0,0.0,0.0,0.0,24.26546827384644,22.99804733313562,0.0,0.0,22.99804733313562,0.0,30.394066621257238,0.0,0.0,0.0,24.26546827384644,0.0,22.066802870465047,106.70000000000002,0.0,20.426109579362823,39.5481494859844,5.516700717616262,6.06636706846161,18.19910120538483,0.0,0.0,9.967957041894417,0.0,0.0,0.0,8.192777777777778,38.08921705719325,0.8727588813303109,-1.050448790627361,5.22902840765936,0.0,0.0,0.0,0.0,18,4,6,2,3,6,4,6,0,3,1.6054000000000008,63.703200000000024,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
161,OH,1 3 6 8,-1.76,OH_R1368_neutral,9.66261148904006,-0.2201549508692362,9.66261148904006,0.14637209204669488,0.4473946704922561,244.20600000000002,236.14199999999994,244.048406736,90,0.1466288904527259,-0.507738115164399,0.507738115164399,0.1466288904527259,0.6111111111111112,1.0,1.3888888888888888,2.5100306893994166,718.4685930347947,12.861442840636295,8.992682649758253,8.992682649758253,8.541713895658194,5.098255458758336,5.098255458758336,3.8888634194511256,3.8888634194511256,2.573396711012972,2.573396711012972,1.8199641980858294,1.8199641980858294,-2.7599999999999993,13428.497373440796,10.397535758313099,3.3641221232488276,1.4303142850220534,100.41096315364446,20.426109579362823,34.03144876836814,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,0.0,24.26546827384644,11.033401435232523,20.426109579362823,22.066802870465047,0.0,0.0,0.0,0.0,24.26546827384644,22.99804733313562,0.0,0.0,22.99804733313562,0.0,30.394066621257238,0.0,0.0,0.0,24.26546827384644,0.0,22.066802870465047,106.70000000000002,0.0,20.426109579362823,45.06485020360066,0.0,12.13273413692322,12.13273413692322,0.0,0.0,9.967957041894417,0.0,0.0,0.0,8.192777777777778,38.057812211304274,0.8727588813303104,-0.7330540858318622,4.943038548752834,0.0,0.0,0.0,0.0,18,4,6,2,3,6,4,6,0,3,1.6054000000000004,63.70320000000003,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
162,OH,1 3 7 9,-1.78,OH_R1379_neutral,9.663473639455782,-0.22974537037037024,9.663473639455782,0.14071759259259187,0.44739467049225595,244.206,236.14199999999994,244.048406736,90,0.14663173307114724,-0.5077381152544022,0.5077381152544022,0.14663173307114724,0.6111111111111112,1.0555555555555556,1.5,2.5100306893994166,722.9685930347947,12.861442840636295,8.992682649758253,8.992682649758253,8.541713895658194,5.098255458758336,5.098255458758336,3.8888634194511256,3.8888634194511256,2.573396711012972,2.573396711012972,1.8206331249927825,1.8206331249927825,-2.7599999999999993,13303.725100120178,10.397535758313099,3.3641221232488276,1.4303142850220534,100.41096315364446,20.426109579362823,34.03144876836814,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,0.0,24.26546827384644,11.033401435232523,20.426109579362823,22.066802870465047,0.0,0.0,0.0,0.0,24.26546827384644,22.99804733313562,0.0,0.0,22.99804733313562,0.0,30.394066621257238,0.0,0.0,0.0,24.26546827384644,0.0,22.066802870465047,106.70000000000002,0.0,20.426109579362823,45.06485020360066,0.0,12.13273413692322,12.13273413692322,0.0,0.0,9.967957041894417,0.0,0.0,0.0,8.192777777777778,38.05853395061729,0.8727588813303107,-0.7409259259259244,4.950188649533887,0.0,0.0,0.0,0.0,18,4,6,2,3,6,4,6,0,3,1.6054000000000004,63.70320000000003,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
